Seed,Model_type,Model,Domain,PCA,RMSE,MAE
6,LR,"{'copy_X': True, 'fit_intercept': False, 'n_jobs': 1}",True,True,5348.44221566837,1852.7428024857957
6,RF,"{'bootstrap': False, 'criterion': 'absolute_error', 'max_depth': 5, 'max_features': 5, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 15, 'random_state': 6, 'verbose': 0}",True,False,962.6585567144951,585.4872142857142
6,XGB,"{'learning_rate': 0.13, 'loss': 'absolute_error', 'max_depth': 8, 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 6, 'verbose': 0}",True,False,963.3149189075776,533.8642470390128
6,MLP,"{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (32, 8), 'learning_rate': 'constant', 'max_iter': 500, 'solver': 'sgd'}",True,False,4263.724756227064,2124.6777710517986
6,LR,"{'copy_X': True, 'fit_intercept': False, 'n_jobs': 1}",True,False,8021.631909047423,2367.6344063664073
6,RF,"{'bootstrap': False, 'criterion': 'absolute_error', 'max_depth': 5, 'max_features': 5, 'min_samples_leaf': 3, 'min_samples_split': 8, 'n_estimators': 10, 'random_state': 6, 'verbose': 0}",False,True,1394.149464372313,813.1233214285714
6,XGB,"{'learning_rate': 0.14, 'loss': 'absolute_error', 'max_depth': 6, 'min_samples_split': 4, 'n_estimators': 100, 'random_state': 6, 'verbose': 0}",False,True,1072.4316380410628,575.0657547091015
6,MLP,"{'activation': 'relu', 'alpha': 0.05, 'hidden_layer_sizes': (64, 16), 'learning_rate': 'adaptive', 'max_iter': 500, 'solver': 'sgd'}",False,True,3587.0035998767426,1513.5417679925708
6,LR,"{'copy_X': True, 'fit_intercept': False, 'n_jobs': 1}",False,True,5605.954703302371,1729.6223957071984
6,RF,"{'bootstrap': False, 'criterion': 'absolute_error', 'max_depth': 5, 'max_features': 3, 'min_samples_leaf': 2, 'min_samples_split': 6, 'n_estimators': 15, 'random_state': 6, 'verbose': 0}",False,False,1373.629348351265,742.6271190476191
6,XGB,"{'learning_rate': 0.12, 'loss': 'absolute_error', 'max_depth': 2, 'min_samples_split': 0.5, 'n_estimators': 100, 'random_state': 6, 'verbose': 0}",False,False,1251.9363273439558,545.3487748458341
6,MLP,"{'activation': 'relu', 'alpha': 0.05, 'hidden_layer_sizes': (64, 32), 'learning_rate': 'constant', 'max_iter': 500, 'solver': 'sgd'}",False,False,4649.455217097812,1858.8323038933856
6,LR,"{'copy_X': True, 'fit_intercept': False, 'n_jobs': 1}",False,False,8157.314130256525,2540.9430455292845
7,RF,"{'bootstrap': False, 'criterion': 'absolute_error', 'max_depth': 5, 'max_features': 4, 'min_samples_leaf': 5, 'min_samples_split': 2, 'n_estimators': 1, 'random_state': 7, 'verbose': 0}",True,True,757.8518664243409,506.48785714285714
7,XGB,"{'learning_rate': 0.12, 'loss': 'absolute_error', 'max_depth': 4, 'min_samples_split': 3, 'n_estimators': 80, 'random_state': 7, 'verbose': 0}",True,True,611.4979310197335,381.23583320353083
7,MLP,"{'activation': 'relu', 'alpha': 0.05, 'hidden_layer_sizes': (64, 32), 'learning_rate': 'adaptive', 'max_iter': 500, 'solver': 'adam'}",True,True,1523.8726222867924,899.6201632767849
7,LR,"{'copy_X': True, 'fit_intercept': False, 'n_jobs': 1}",True,True,1378.0074917242764,913.8125202401085
7,RF,"{'bootstrap': False, 'criterion': 'absolute_error', 'max_depth': 10, 'max_features': 4, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 5, 'random_state': 7, 'verbose': 0}",True,False,1027.962570282665,671.7169285714286
7,XGB,"{'learning_rate': 0.14, 'loss': 'absolute_error', 'max_depth': 4, 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 7, 'verbose': 0}",True,False,508.9542365104979,230.05779639369234
7,MLP,"{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (64, 32), 'learning_rate': 'constant', 'max_iter': 500, 'solver': 'adam'}",True,False,2485.7818608500684,1371.9461700932404
7,LR,"{'copy_X': True, 'fit_intercept': True, 'n_jobs': 1}",True,False,2436.1316625981663,1718.690360875553
7,RF,"{'bootstrap': False, 'criterion': 'absolute_error', 'max_depth': 5, 'max_features': 4, 'min_samples_leaf': 2, 'min_samples_split': 8, 'n_estimators': 15, 'random_state': 7, 'verbose': 0}",False,True,780.2772947548941,529.8261666666667
7,XGB,"{'learning_rate': 0.13, 'loss': 'absolute_error', 'max_depth': 8, 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 7, 'verbose': 0}",False,True,925.8178106052181,591.3795712621348
7,MLP,"{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (16, 4), 'learning_rate': 'constant', 'max_iter': 500, 'solver': 'sgd'}",False,True,1744.1395264494586,1011.0663531202629
7,LR,"{'copy_X': True, 'fit_intercept': False, 'n_jobs': 1}",False,True,1956.1545427909005,1204.3078798551921
7,RF,"{'bootstrap': False, 'criterion': 'absolute_error', 'max_depth': 5, 'max_features': 5, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 15, 'random_state': 7, 'verbose': 0}",False,False,720.3164024772681,465.53083333333336
7,XGB,"{'learning_rate': 0.12, 'loss': 'absolute_error', 'max_depth': 6, 'min_samples_split': 4, 'n_estimators': 100, 'random_state': 7, 'verbose': 0}",False,False,534.446367327187,328.0247004930497
7,MLP,"{'activation': 'relu', 'alpha': 0.05, 'hidden_layer_sizes': (32, 16), 'learning_rate': 'adaptive', 'max_iter': 500, 'solver': 'adam'}",False,False,1723.9165702978585,1154.5962402571254
7,LR,"{'copy_X': True, 'fit_intercept': False, 'n_jobs': 1}",False,False,2794.6590929142803,1431.1681581799564
8,RF,"{'bootstrap': False, 'criterion': 'absolute_error', 'max_depth': 10, 'max_features': 4, 'min_samples_leaf': 2, 'min_samples_split': 6, 'n_estimators': 5, 'random_state': 8, 'verbose': 0}",True,True,710.2493369308515,544.6917857142857
8,XGB,"{'learning_rate': 0.14, 'loss': 'absolute_error', 'max_depth': 6, 'min_samples_split': 4, 'n_estimators': 50, 'random_state': 8, 'verbose': 0}",True,True,639.1577002751708,396.744142222647
8,MLP,"{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (64, 16), 'learning_rate': 'adaptive', 'max_iter': 500, 'solver': 'sgd'}",True,True,4994.535823295283,1695.534421979399
8,LR,"{'copy_X': True, 'fit_intercept': False, 'n_jobs': 1}",True,True,5469.522107332878,1633.9971253118838
8,RF,"{'bootstrap': False, 'criterion': 'absolute_error', 'max_depth': 5, 'max_features': 5, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 15, 'random_state': 8, 'verbose': 0}",True,False,985.8148955501273,530.5532380952383
